Words,HomoDensity,Num-Neighbors,Freq-Neighbors
索耶儿,1,0,0
克瑞西丁,1,0,0
阿呈尔,1,0,0
海华斯,1,0,0
晨安,1,4,810
来飚,1,4,10306
范德罗斯,1,0,0
舍尔曼,1,0,0
基纳比克,1,0,0
孔炯,1,0,0
两万一千,1,0,0
各款,1,8,1842
奎斯凯,1,0,0
蒙塔纳罗,1,0,0
法德里克,1,0,0
布隆迪人,1,0,0
佩佩,1,10,829
韩洪树,1,0,0
一张艳照,1,0,0
素贞,1,3,3197
迪安,1,6,1010
杰雷米亚,1,0,0
圣河,1,20,23868
圣路易奥比斯堡,1,0,0
卡德马斯,1,0,0
特兰斯图,1,0,0
帕兰波,1,0,0
斯丹,1,10,3641
珀西,1,3,186
班巴,1,7,1357
威尔德米尔,1,0,0
佛瑞德阿姆斯特丁,1,0,0
阿凡克,1,0,0
蒙赫,1,2,165
巴廷王,1,0,0
德米特利奇,1,0,0
诺卡特,1,0,0
芬尼亚,1,0,0
一架架,1,0,0
头名,1,24,4977
芭挺,1,5,1045
黑泽进,1,0,0
含水量,1,0,0
金成植,1,0,0
瓦莱里,1,0,0
卡迪夫,1,0,0
心存,1,21,10144
尚格云顿,1,0,0
马萨瑞,1,0,0
拱柱,1,15,3173
那小狗,1,0,0
鲁帕特堡,1,0,0
纳罗,1,2,3772
曼德斯,1,0,0
张高潮,1,0,0
维京人,1,0,0
赛浦,1,6,741
狄恩会,1,0,0
赛密克斯,1,0,0
卫博比,1,0,0
桑娜德,1,0,0
帮海,1,3,592
攻掠,1,32,39022
阿提拉王,1,0,0
费曼,1,13,7111
能动性,1,0,0
奥黛丽赫,1,0,0
厄卡尔,1,0,0
雨后春笋,1,0,0
性奋,1,15,18402
比那奇,1,0,0
汲水,1,22,6301
威尔巴拉,1,0,0
伊斯特布洛克,1,0,0
卑职,1,12,25676
佩蒂,1,25,23133
马尔罗,1,0,0
梨泰院,1,0,0
坎特尔,1,0,0
莱昂纳尔,1,0,0
威阿鲁,1,0,0
监视哨,1,1,286
洪那,1,6,1849
帕杰克,1,0,0
罗培斯,1,0,0
维妮亚,1,0,0
尼克拉克,1,0,0
填筑,1,2,142
北辰,1,2,1197
荣恩,1,2,852
史考里亚,1,0,0
克莱巴洛,1,0,0
舒华辛力加,1,0,0
伯恩哈,1,0,0
塔拉谢克,1,0,0
和青田,1,0,0
福特迈尔,1,0,0
朱颖,1,5,1245
弗尔利,1,0,0
约翰查尔斯巴特利,1,0,0
润发露,1,0,0
老街坊,1,0,0
布扎,1,16,4218
白树,1,13,15068
克罗芙,1,0,0
劳勃威克菲尔,1,0,0
卡亨加,1,0,0
娴晶,1,6,7360
利夫,1,8,7473
嘉丽丝,1,0,0
通体,1,11,10875
奥罗夫,1,0,0
查理卓别林,1,0,0
七万五千,1,1,42
布科斯基,1,0,0
蓝宝时捷,1,0,0
布罗基特,1,0,0
好俊,1,8,833
根纳季,1,0,0
柯比来,1,0,0
苏尔,1,3,250
春雅,1,2,577
范阿达,1,0,0
卡利顿,1,0,0
庆浩,1,16,6597
脾胃,1,20,5795
马迪森,1,0,0
熊朝秀,1,0,0
塞巴,1,4,1028
西切斯特,1,0,0
云雨之,1,0,0
戈维亚,1,0,0
迈克墨多克,1,0,0
李维乌斯,1,0,0
服务组,1,0,0
第九十,1,0,0
柳正元,1,0,0
阵雪,1,4,770
严师,1,12,2891
库哈斯,1,0,0
彩琳,1,5,897
杰可布,1,0,0
斯特普尔,1,0,0
德夫托,1,0,0
和伊芙,1,0,0
琦京,1,15,31467
兰伯纳莉,1,0,0
艾莉艾莉,1,0,0
艾瑞娜,1,0,0
韦翰,1,19,5822
春茶,1,9,4483
南诺德,1,0,0
博雷科奇,1,0,0
米尔沃基他,1,0,0
海淑,1,9,1337
佩尔,1,8,1020
黛莉西娅,1,0,0
找还,1,7,1583
郎非,1,5,4641
颀长,1,16,11302
旁落,1,7,1694
奥斯提亚,1,0,0
杜博桑,1,0,0
卡康巴,1,0,0
雅各布,1,0,0
莫海德,1,0,0
移动靶,1,0,0
丹娜妮莎,1,0,0
本应,1,6,1650
史皮尔克斯,1,0,0
我先,1,10,5670
如寒冰,1,0,0
塞纳特,1,0,0
理工,1,14,2886
怀特科,1,0,0
七点四十五,1,0,0
简森,1,6,5995
娜哈,1,2,287
科尔博,1,0,0
三点三,1,0,0
熊派,1,1,70
拙笨,1,3,265
之孙,1,8,11757
登璧,1,9,3282
瑟罗娜,1,0,0
残货,1,11,1806
和亚吉,1,0,0
艾美思,1,0,0
鲍比夏普,1,0,0
马基尔,1,0,0
科农,1,5,1735
诺斯罗普,1,0,0
法利得,1,0,0
记录卡,1,0,0
居大熊,1,0,0
埃德斯坦,1,0,0
阿勒莱,1,0,0
科仁,1,28,25453
斯利维,1,0,0
必不可缺,1,0,0
有机玻璃,1,0,0
汉江,1,4,237
成贤,1,20,17566
西克维里,1,0,0
四十三分,1,0,0
佛拉卡,1,0,0
纳柯,1,6,11561
洛克哈特,1,0,0
落脚处,1,0,0
扎尔德斯,1,0,0
水溶液,1,0,0
布坎南,1,0,0
崔时元,1,0,0
周一才,1,0,0
玛莉金,1,0,0
段瑜,1,34,14005
菲拉干,1,0,0
特伦托,1,0,0
斯泰潘,1,0,0
伊文希拉里,1,0,0
辛贝德,1,0,0
克里斯蒂昂,1,0,0
舒戈,1,14,4832
朗道那,1,0,0
奈杰尔,1,0,0
丹纳斯洛夫,1,0,0
毛瑞斯,1,0,0
哈里他,1,0,0
一五,1,23,59017
班迪尼,1,0,0
塞布塔,1,0,0
贝克莱,1,0,0
安琪拉,1,0,0
韩登,1,4,433
威尔伯特,1,0,0
华丽丽,1,0,0
安在,1,12,4790
科森萨,1,0,0
巴里尼,1,0,0
斯特立普,1,0,0
麦可斯,1,0,0
埃克塞尔,1,0,0
沃洛尼卡,1,0,0
希尔弗斯坦,1,0,0
蜡染,1,1,50
有夫,1,7,13351
科尔维特,1,0,0
麦克科莱,1,0,0
妙传,1,5,326
贝特妮,1,0,0
马科里斯,1,0,0
施蒙特,1,0,0
布鲁尼托,1,0,0
雅妮,1,3,307
偷奸耍滑,1,0,0
小亚细亚,1,0,0
麦格尔,1,0,0
奥克莱尔,1,0,0
朴米勇,1,0,0
阿莉萨,1,0,0
吉米塞诺,1,0,0
比尔巴图阿,1,0,0
基米德,1,0,0
岑木,1,14,8170
斜井,1,6,1002
维萨利亚,1,0,0
合照,1,24,9609
奴工,1,15,12258
艾克雷姆,1,0,0
蝈蝈,1,0,0
芝士球,1,0,0
松露,1,13,3803
七点三十,1,0,0
斯坦菲尔德,1,0,0
维德的杰迪,1,0,0
安东尼特,1,0,0
卫奇塔,1,0,0
新日,1,26,10170
玉恩,1,9,2094
玛丽昂,1,0,0
菲尔德南,1,0,0
忠仆,1,13,11634
卡厄斯,1,0,0
柏润,1,6,5514
朗姆莫希,1,0,0
伍又一,1,0,0
拼写法,1,0,0
电信业,1,0,0
石川君,1,0,0
斯本森,1,0,0
柴藤,1,5,772
斯阔谷,1,0,0
劳克斯,1,1,52
日雄,1,4,1191
斯特罗纳赫拉赫,1,0,0
黄代勇,1,0,0
盐度,1,28,15586
贝克,1,8,2548
丹里瑞,1,0,0
农科,1,11,1078
花城,1,18,5003
取报,1,20,5201
唐弄来,1,0,0
崔必笛,1,0,0
猪鬃,1,4,7064
文艺界,1,0,0
超模中,1,0,0
云际,1,11,3497
塞芬,1,6,1390
波戴利斯,1,0,0
乃木,1,7,1331
爽心,1,13,11347
雪片,1,6,1311
敞露,1,7,1337
杂牌货,1,0,0
巴德,1,6,3117
格里森,1,0,0
偏食,1,16,14167
杨思克,1,0,0
皮肯斯,1,0,0
奥马苏勒斯,1,0,0
黄飞鸿,1,0,0
他连摩西,1,0,0
郑在荣,1,0,0
宾汉姆比,1,0,0
莫尼克斯他,1,0,0
烟柱,1,18,18349
和奇柏,1,0,0
大尼基,1,0,0
古奉基,1,0,0
洪真哲,1,0,0
破门而入者,1,0,0
艾玛汉弥尔顿,1,0,0
喀拉克的雷纳,1,0,0
比史密斯,1,0,0
农牧民,1,0,0
玛丽曼德拉,1,0,0
门德尔博,1,0,0
哈泽德,1,0,0
麦西亚,1,0,0
佩恩,1,3,389
埃莉诺尔,1,0,0
勃良地,1,0,0
巴卡迪,1,0,0
赛门斯,1,0,0
普莱诺,1,0,0
法本,1,6,1526
塔斯基吉,1,0,0
塞格威,1,0,0
古鲁玛莎夏维,1,0,0
哥勒,1,7,2191
米诺索,1,0,0
古比兹,1,0,0
翟腾,1,3,681
波亚克,1,0,0
韩武淑,1,0,0
帕勒斯,1,0,0
斯班科,1,0,0
威特曼,1,0,0
法兰克巴塞隆那,1,0,0
抄查,1,13,7645
卡尔斯塔德,1,0,0
查尔特,1,0,0
普克珠,1,0,0
阿伯斯,1,0,0
凯菲,1,4,969
马洛夫,1,0,0
于昆绍,1,0,0
克瑞斯塔,1,0,0
马群里,1,0,0
费周章才,1,0,0
菲斯特斯,1,0,0
布瑞特,1,0,0
卡斯门,1,0,0
马特达蒙,1,0,0
戈尔韦,1,0,0
高登,1,22,3716
凯萨琳普尔,1,0,0
杰尼格,1,0,0
爱维罗尼卡,1,0,0
菲格,1,20,33277
黄春丽,1,0,0
丘波特,1,0,0
华士布,1,0,0
汤姆史密斯,1,0,0
巴尤那,1,0,0
解放路,1,0,0
特鲁迪,1,0,0
王音,1,9,9099
让高德博格,1,0,0
弗莱瑟,1,0,0
吡啶,1,21,33707
诺瑞瑟,1,0,0
赛德尔斯,1,0,0
样稿,1,3,929
二千四百万,1,0,0
十点二十二,1,0,0
那常赫,1,0,0
沙丝,1,16,18017
倚顺,1,9,11486
埃克苏佩里,1,0,0
阿基米德,1,0,0
班克斯比泰,1,0,0
卡伦登,1,0,0
戴西阿姆斯特朗,1,0,0
特伯利,1,0,0
泽君,1,6,692
家蝇,1,17,25352
克利斯朵,1,0,0
卡苏朋,1,0,0
鲨都,1,9,3253
布鲁登,1,0,0
林赛,1,6,1608
孔必斗,1,0,0
伊士美,1,0,0
朴哲淳,1,0,0
杰奈尔,1,0,0
基恩斯,1,0,0
郊县,1,32,36669
盖因,1,6,1261
协约国,1,0,0
但丽塔,1,0,0
六子姐,1,0,0
香吻中,1,0,0
沙利人,1,0,0
迪欧,1,4,336
奥康,1,2,2331
里马,1,14,8006
基姆,1,13,4811
西冈忠夫,1,0,0
圣奥古斯汀,1,0,0
四百万分之一,1,0,0
卡迪夫市,1,0,0
韩柯克,1,0,0
碧今,1,9,22296
罗斯蒙,1,0,0
德鲁兹,1,0,0
斯拜德,1,0,0
垫被,1,23,28213
格洛斯,1,0,0
圣马帝,1,0,0
维柯丁,1,0,0
胡安尼特,1,0,0
菲德里戈,1,0,0
哈波,1,5,1218
恩普拉,1,0,0
内聚力,1,0,0
达克霍姆,1,0,0
小金,1,18,13230
格瑟里,1,0,0
杰夫,1,17,9527
凯文斯图尔,1,0,0
敬本郡,1,0,0
解夏,1,17,13904
波尔森,1,0,0
哈利罗特,1,0,0
佳哈,1,12,3789
莫希干,1,0,0
阿契尔,1,0,0
约翰迪道尔,1,0,0
汤普森,1,0,0
本恩斯,1,0,0
航天站,1,0,0
泉涌,1,7,2022
伍尔里奇,1,0,0
卡巴列夫斯基,1,0,0
沃菲尔德,1,0,0
哲米尔,1,0,0
姆基瓦,1,0,0
杰内克,1,0,0
马维斯,1,0,0
决策人,1,0,0
罗姗娜,1,0,0
李祥赫,1,0,0
六点七,1,0,0
瑞泽,1,5,4454
箍桶匠,1,0,0
威奇托,1,0,0
留吉戴,1,0,0
拉维诺,1,0,0
蓝杜松,1,0,0
莫瑞丘,1,0,0
甘萨,1,11,5316
工藤,1,17,10934
友素,1,19,13054
凯特琳提,1,0,0
第四十五,1,0,0
思木西,1,0,0
费尔克劳,1,0,0
米拉玛,1,0,0
王墨,1,7,1913
哀乐,1,15,7147
卫罗,1,6,6351
马尔伯特,1,0,0
佩卡拉,1,0,0
拉姆斯查特,1,0,0
拉鲁斯,1,0,0
潘宁顿,1,0,0
艾克西斯,1,0,0
伯班克市,1,0,0
苏拉特,1,0,0
春满宽,1,0,0
塔斯库勒姆,1,0,0
查特,1,10,5297
阿尔塔米拉,1,0,0
奥斯助,1,0,0
高卢国,1,0,0
博格勒姆,1,0,0
纳尔逊堡,1,0,0
让克劳斯,1,0,0
马克盖,1,0,0
忖,1,263,6568125
哈楚恩,1,0,0
塔克斯,1,0,0
巴特斯沃斯,1,0,0
里德高,1,0,0
薄命,1,12,6626
欧芬斯坦,1,0,0
德拉古,1,0,0
那苏芝,1,0,0
敖包,1,5,1460
苦寒,1,0,0
尹奉吉,1,0,0
让克莱尔,1,0,0
老寿星,1,0,0
斯巴克,1,1,92
艾米纳姆,1,0,0
雷伊有,1,0,0
哥科日什托夫,1,0,0
克吉尔,1,0,0
迈克劳瑞,1,0,0
威兹曼,1,0,0
科尔塔纳,1,0,0
和佐智,1,0,0
圣多纳,1,0,0
米瓦基市,1,0,0
小加奈,1,0,0
高迪维斯,1,0,0
沃登,1,3,203
奈利斯,1,0,0
阿比西纳斯,1,0,0
罗曼尼,1,0,0
米哈尔,1,0,0
塔塔,1,1,41
山齐士,1,0,0
希塔加瓦,1,0,0
基列山,1,0,0
贝桥,1,5,442
正燮,1,24,75965
格鲁湖,1,0,0
安拉斯,1,0,0
帕曼,1,4,3658
达明,1,16,3828
采访记,1,0,0
葛莱密斯,1,0,0
淑德,1,7,5586
帕尔梅,1,0,0
伊万斯,1,0,0
浸染,1,5,2963
疏落,1,16,2911
天穹,1,11,3225
福克纳,1,0,0
莉洁,1,15,4176
侯总,1,0,0
萨比尔,1,0,0
泰晤,1,24,25715
萨罗蒙,1,0,0
巴比亚,1,0,0
布朗斯丁,1,0,0
争持,1,13,9858
一九七五年,1,0,0
救难船,1,0,0
波利克伦,1,0,0
四弦琴,1,0,0
达科塔,1,1,38
卡尔科,1,0,0
斯蒂格勒,1,0,0
野口勇,1,0,0
钢枪,1,7,11159
普里森,1,0,0
一百九十,1,0,0
杰曼,1,20,20141
山斯,1,13,12089
谢瑞尔,1,0,0
里沃塞德,1,0,0
佩因赫斯特,1,0,0
比霍华,1,0,0
猛男,1,3,305
两课,1,9,2301
霍索恩,1,0,0
采编,1,13,2948
特格,1,12,9522
伯伦汉姆,1,0,0
普莱斯考特,1,0,0
蒙娜,1,2,91
外耳道,1,0,0
斯卡尔斯,1,0,0
吉普林,1,0,0
黑乔先,1,0,0
敬一,1,17,23038
特里克,1,0,0
米尔逊,1,0,0
施瓦德斯,1,0,0
辰元,1,22,8472
崇民,1,14,3797
七百零,1,0,0
法盲,1,6,3747
六千一,1,0,0
荷尔拜因,1,0,0
横扫千军,1,0,0
奥沙利文,1,0,0
隧洞,1,21,6290
金佑泽,1,0,0
拉芙,1,14,13018
伊格尔,1,0,0
萨尼亚,1,0,0
歇会,1,17,20308
平克,1,24,8556
费洛伊德,1,0,0
飞语,1,10,3452
德姆斯特朗,1,0,0
但罗杰,1,0,0
卡曼奇,1,0,0
哈德里安,1,0,0
金敬,1,14,8696
凯利艾尔斯,1,0,0
省里,1,16,26516
诺门,1,14,4126
阿伯丁郡,1,0,0
帕特里科,1,1,86
盖丘亚人,1,0,0
常赫刚,1,0,0
海港区,1,0,0
比施尔,1,0,0
精制品,1,0,0
小铁,1,12,12833
宋原朝,1,0,0
戴林,1,9,6577
哥斯拉,1,0,0
乌瑞克冯利顿斯坦,1,0,0
亨佛莱鲍嘉,1,0,0
胜喜,1,4,445
拉脱维亚人,1,0,0
小扬基,1,0,0
帕萨里诺,1,0,0
主产,1,7,2048
佐佐木健太郎,1,0,0
赤子之心,1,0,0
家鸡,1,25,10690
阿布库,1,0,0
复宁,1,12,8266
德鲁玛,1,0,0
纳迪尔,1,0,0
克里欧,1,0,0
经年累月,1,0,0
银滩,1,1,49
瓦拉塔,1,0,0
尼姆佐,1,0,0
沈尚宫都,1,0,0
璀,1,262,6566954
肯奇,1,6,872
米拉德,1,0,0
夏安人,1,0,0
卢切斯,1,0,0
索亚,1,7,2892
安设,1,18,8153
波希米拉,1,0,0
德思礼,1,0,0
罗太松,1,0,0
肯尼市,1,1,52
卢丹,1,4,3479
伯蒂刚,1,0,0
他利奥,1,0,0
福雷泰,1,0,0
聚酯纤维,1,0,0
艾沙,1,8,4145
塞兹,1,3,287
圣安东尼奥城,1,0,0
亨利他,1,0,0
抽税,1,7,829
兰斯基,1,0,0
奥尔本,1,1,64
火炎花,1,0,0
阿兹泰克,1,0,0
歹心,1,12,11306
提托,1,8,6748
薰香,1,6,1964
申恩,1,12,5263
曼克,1,17,8037
索洛姆,1,0,0
斯吉伦,1,0,0
阿凡,1,3,647
波西尔,1,0,0
芭腊塔,1,0,0
沃德堡,1,0,0
阿尼斯,1,1,194
卢里斯坦,1,0,0
岸谷,1,9,4871
金日成,1,0,0
加拉赫,1,0,0
金杯,1,7,26707
史波,1,3,1275
农家肥,1,0,0
任情,1,22,74746
莲根,1,5,3058
波卡斯,1,0,0
三千二,1,0,0
昌洙,1,2,923
白虎,1,6,344
什里夫波特普,1,0,0
神鹰,1,2,1513
民族性,1,0,0
阿兰希勒,1,0,0
老布,1,27,10296
之子民,1,0,0
哈奇拉,1,0,0
伟科夫,1,0,0
世恩,1,15,3791
艾泽,1,10,7348
苏鲁,1,3,863
哈里尔,1,0,0
德克斯特,1,0,0
乌瑞德,1,0,0
拉卡隆依佛摩瑞,1,0,0
塔尔顿,1,0,0
萨缪尔森,1,0,0
红布,1,21,11576
道伊尔,1,0,0
金罗米,1,0,0
安妮斯顿,1,0,0
校务,1,30,22362
卡拉吉,1,0,0
贝森多,1,0,0
丰盈,1,18,17037
杰伯迪,1,0,0
封南德兹,1,0,0
众生,1,24,5379
波洛奈兹,1,0,0
互访,1,5,1256
让迪瑞克,1,0,0
十一万三千,1,0,0
南本德,1,0,0
东柏林,1,1,52
逞凶,1,2,4516
欧律,1,5,1043
安布鲁卓拉斯,1,0,0
酱黄瓜,1,0,0
第二百零三,1,0,0
七龙珠,1,0,0
克莱斯波,1,0,0
一点百,1,0,0
巴克诺,1,0,0
穆罕达斯,1,0,0
巴扎,1,3,1002
布里桑特,1,0,0
库区,1,9,3430
马泽斯,1,0,0
社会心理学,1,0,0
梅塞迪斯,1,0,0
亚卡,1,3,421
连源,1,21,10408
艾密尔,1,0,0
普里西拉,1,0,0
誉满全球,1,0,0
伊拉斯提斯,1,0,0
哪根弦,1,0,0
陕西省,1,0,0
西泰人,1,1,95
威罗比,1,0,0
拉泰斯塔,1,0,0
波特诺,1,0,0
威腾泰,1,0,0
米安人,1,0,0
克里夫特,1,0,0
姆巴巴纳,1,0,0
熊仲,1,8,4815
巴比布朗,1,0,0
爱特里萨,1,0,0
尼欧,1,3,366
贝瑟市,1,0,0
晓普,1,11,12778
板床,1,3,953
斯坦格,1,0,0
伊阿古,1,0,0
霍比人,1,0,0
史格林,1,0,0
克里瑞,1,0,0
迪米尔,1,0,0
罗斯基,1,1,54
竹芝,1,12,1910
科库伊,1,0,0
波科,1,5,271
米芝,1,7,5332
埃略,1,5,1058
吴太植,1,0,0
量词,1,10,1532
海斯,1,20,5836
哈切尔,1,0,0
高尹晶,1,0,0
二话,1,27,36183
艾真,1,2,3220
达达尼尔,1,0,0
帕纳,1,0,0
乔恩养,1,0,0
格拉姆,1,0,0
神子会,1,0,0
吉马那,1,0,0
约维克,1,0,0
伊欧默,1,0,0
肯尼德莫吉,1,0,0
易容成,1,0,0
雷德蒙,1,0,0
达尔维奇,1,0,0
查帕,1,6,921
霍尼卡特,1,0,0
谷什维尔,1,0,0
卡珀恩,1,0,0
阿里斯德,1,0,0
海纳,1,11,3068
莫拉克,1,0,0
可读性,1,1,794
汉普敦,1,0,0
扎维尔,1,0,0
阿格,1,7,3012
酒足饭饱,1,0,0
唐纳兹,1,0,0
煞住,1,12,7453
奥普,1,4,264
生世世,1,0,0
可洛斯,1,0,0
家乐福,1,0,0
布朗查德,1,0,0
罗双,1,4,333
尤德尔,1,0,0
汉德尔,1,0,0
玛尔蒂,1,0,0
翠峰,1,11,2283
金闪闪,1,0,0
郑在赫,1,0,0
琼安生,1,0,0
王中之,1,0,0
奎克力,1,1,65
文崔斯,1,0,0
艾考夫,1,0,0
甘农,1,5,262
济慈,1,17,5954
宝莲,1,6,10414
伽拉吉欧拉,1,0,0
齐洛夫,1,0,0
拜谢,1,11,52850
阿克伦城,1,0,0
凡奈斯,1,0,0
之博斗,1,0,0
贝琳达,1,0,0
艾琳娃,1,0,0
阿施塔特,1,0,0
传中,1,18,9449
让布莱登,1,0,0
乐格克,1,0,0
华山,1,8,831
朴殷淑,1,0,0
刀权,1,4,9981
卡迈勒,1,0,0
埃里温,1,0,0
盖尔阿尔特加,1,0,0
朴春百,1,0,0
史图亚特,1,0,0
桑巴里,1,0,0
加兹达,1,0,0
意见箱,1,0,0
比查尔斯,1,0,0
尼克森,1,0,0
萨迪士,1,0,0
沙堆,1,8,3179
科波格,1,0,0
炳哥,1,4,1407
植发,1,8,6757
向井敏,1,0,0
扫黄打非,1,0,0
塞尔帕莱罗,1,0,0
李亨浩,1,0,0
圣伯蒂诺,1,0,0
哈比布,1,0,0
马琳达登,1,0,0
斯泰西,1,0,0
塞勒斯廷,1,0,0
卡米,1,0,0
勒杜斯,1,0,0
舒特曼,1,0,0
辛辛纳,1,0,0
拉莫利,1,0,0
多纳尔,1,0,0
卡拉斯,1,0,0
龙必会,1,0,0
美纪纪,1,0,0
汉景,1,10,4466
罗根,1,3,269
波尼塔,1,0,0
卡沃纳,1,0,0
康成旭,1,0,0
章勋,1,3,502
尘肺,1,14,2714
水网,1,12,2269
伊里诺,1,0,0
帕罗奥多,1,0,0
茹尼奥尔,1,0,0
巴基斯,1,0,0
多逊,1,4,571
亚比书,1,0,0
比赛大,1,0,0
特洛伊的海伦娜,1,0,0
伯恩哈德,1,0,0
海选真,1,0,0
新沂市,1,0,0
美保子,1,0,0
杰夫毕比,1,0,0
辛娜,1,19,9055
亚诺,1,0,0
斯朗波,1,0,0
蒙扎克,1,0,0
巴勒特,1,0,0
神山贤,1,0,0
选歌,1,5,652
阿森,1,4,540
塞莱拉,1,0,0
菲尔兹,1,0,0
圣威尼,1,0,0
凯特琳娜,1,0,0
多俊,1,7,3877
机场路,1,0,0
沃思,1,5,20863
麦克乔丹,1,0,0
云雨,1,6,832
纽曼,1,7,678
瓜奈里,1,0,0
沃凯尔,1,0,0
阿宝,1,6,1320
被除数,1,0,0
尚佩恩,1,0,0
孟肯,1,4,3008
斯特拉思莫尔,1,0,0
他雷德,1,0,0
扎卡罗,1,0,0
波罗格斯,1,0,0
坎皮农,1,0,0
孟德尔,1,0,0
帕罗奥,1,0,0
斯汀捷,1,0,0
约瑟夫库可斯维奇,1,0,0
玛莉亚卡拉斯,1,0,0
莫塞克,1,0,0
热胀冷缩,1,0,0
布伦南,1,0,0
忠秀,1,15,4681
帕德梅,1,0,0
梅莱恩,1,0,0
朴渊,1,0,0
付贞,1,17,19054
阿贝尔,1,0,0
半圆形,1,0,0
斯特里普,1,0,0
洛斯基,1,1,2563
法贝,1,14,39240
一针一线,1,0,0
直美,1,7,5386
访谈录,1,0,0
药剂学,1,0,0
雷夫贾西,1,0,0
摩勒西,1,0,0
谋略家,1,0,0
敏知,1,6,5262
斯普里兹,1,0,0
蓝墨水,1,0,0
西蒙德,1,0,0
克里斯佩,1,0,0
崔尔,1,3,941
道林,1,14,6448
抽噎,1,5,1380
吴路毕,1,0,0
凯茜,1,0,0
史东罕镇,1,0,0
让菲利普,1,0,0
贝尔坦,1,0,0
济赛坡,1,0,0
布雷利,1,0,0
凤头燕鸥,1,0,0
格拉切斯,1,0,0
阿尔贝斯,1,0,0
西中佐中佐,1,0,0
转制,1,24,5640
吉列姆,1,0,0
霍茨布洛茨,1,0,0
卡贝拉他,1,0,0
圣希律王,1,0,0
巴克西,1,0,0
卢奇,1,13,4865
安吉丽娜朱利,1,0,0
乔瓦尼,1,0,0
百家姓,1,0,0
弗兰奇,1,0,0
施圭乐,1,0,0
加榴,1,19,17716
斯哥特,1,0,0
阿布格莱布,1,0,0
郭岳山,1,0,0
克里斯塔,1,0,0
于一根,1,0,0
吉英,1,8,4703
三十八万,1,0,0
恩湖,1,3,227
吉特,1,29,12070
迪瓦尔,1,0,0
罗德里克,1,0,0
小罗,1,10,16663
瑞潘泽,1,0,0
费乐斯,1,0,0
希尔克,1,1,47
马卡洛夫,1,0,0
列克兴,1,0,0
索普,1,6,64962
思义,1,34,11392
尉官,1,19,5190
金宇,1,9,17487
盖伊的木,1,0,0
武田太郎,1,0,0
克劳福德,1,0,0
卡尔,1,4,911
格林科,1,0,0
郡主,1,8,936
巴达人,1,0,0
登顿,1,6,1645
乔瑞金,1,0,0
威尔士,1,0,0
詹姆士迪恩,1,0,0
封南茜,1,0,0
梦子,1,13,6960
范特根,1,0,0
谈心会,1,0,0
弗里卡,1,0,0
安普罗,1,0,0
正牙,1,13,15867
迪雷,1,2,2186
亚辛娜,1,0,0
斯莫克,1,0,0
小席,1,19,28015
庞波,1,7,3333
纽奥良,1,0,0
海森伯,1,0,0
克罗伊茨贝格,1,0,0
普塔克,1,0,0
斯大林,1,0,0
萨尔瓦托,1,1,126
杭廷,1,5,529
戴劳尔,1,0,0
科雷,1,5,1796
比曼,1,15,12859
莱珊德拉,1,0,0
劳斯莱,1,0,0
璞玉,1,14,4899
辞别,1,6,1560
贝蒂福镇,1,0,0
迪乐,1,10,5836
尹熙秀,1,0,0
龙凤呈祥,1,0,0
龙马会,1,0,0
东格兰士特,1,0,0
吴敏娥,1,0,0
特森,1,4,3775
塔拉哈西,1,0,0
拉斯洛,1,0,0
强斯顿,1,0,0
俞珍会,1,0,0
过新生,1,0,0
艾赓,1,2,234
莎曼莎,1,0,0
普巴,1,6,6358
班内克,1,0,0
威玛,1,6,682
弗京,1,9,8476
加利福立亚,1,0,0
杨桃,1,9,918
连石头,1,0,0
雅斯伯,1,0,0
叶卡特琳堡,1,0,0
娟秀,1,5,2271
让乔治,1,0,0
鬼童,1,2,1365
马康,1,6,862
伊莱斯,1,0,0
一千四百三十五,1,0,0
托里托,1,0,0
卡曼勒佳,1,0,0
民主革命,1,0,0
提特德,1,0,0
象玉,1,39,15777
乔施默,1,0,0
家祖新,1,0,0
礼敬,1,18,24926
科斯塔维德,1,0,0
尼姑庵,1,0,0
詹让迪金,1,0,0
香农河,1,0,0
安蒂里斯,1,0,0
李美嘉,1,0,0
仁花,1,11,5414
鳞茎,1,11,9574
卢斯维亚,1,0,0
绒毯,1,4,740
德莱顿,1,0,0
周秉涛,1,0,0
刻毒,1,19,7469
菲格罗,1,0,0
海格立斯,1,0,0
圣贝纳迪诺市,1,0,0
道曼,1,19,12978
自治州,1,0,0
申珂,1,15,6230
科兹菲尔,1,0,0
古伊普兹科阿,1,0,0
恩平,1,6,3123
克拉斯特,1,0,0
他克雷塞,1,0,0
巴格乐,1,0,0
曲瓦,1,2,131
灰扑扑,1,0,0
莫斯里,1,0,0
佛雷第,1,0,0
论说文,1,0,0
尤尼塔斯,1,0,0
彼治,1,23,16205
梅瑞特,1,0,0
瑞奇林,1,0,0
克里茨基,1,0,0
问明,1,21,45321
宝莱,1,13,52053
洪俊,1,5,1793
尹峰书,1,0,0
米莉姆,1,0,0
崔石浩,1,0,0
谢尔比那,1,0,0
烈士陵园,1,0,0
梅瑞狄斯,1,0,0
性状,1,12,9831
肥牛,1,1,48
辛阿丽,1,0,0
第五两,1,0,0
道格拉,1,0,0
勇闯,1,6,16285
边尼斯,1,1,194
桑西埃,1,0,0
杰克曼,1,0,0
爱敏斯,1,0,0
侯喜,1,0,0
如玉,1,15,5476
张照,1,11,2348
